filename,song_id,mode,c1,c2,hue,brightness,warmth,chosen,session
Stereo_Hearts_feat_Adam_Levine_2_040afb.jpg,0qOnSQQF0yzuPWsXrQ9paz,shape-blur,#9c8494,#426ba3,88,0.84,neutral,0,5d12cef5-b6f2-45c2-a581-b8a60d25ca1c
Stereo_Hearts_feat_Adam_Levine_3_e08cb0.jpg,0qOnSQQF0yzuPWsXrQ9paz,linear,#74af94,#9c8494,88,0.84,neutral,1,5d12cef5-b6f2-45c2-a581-b8a60d25ca1c
Ranam_Title_Track_1_e0d82c.jpg,55Zp6xvOvNwIB8nno2AhEz,linear,#5f5a9f,#8c3342,322,0.23,warm,1,c8183aed-8405-40e0-b191-f1608f8a3f77
Ranam_Title_Track_2_79058e.jpg,55Zp6xvOvNwIB8nno2AhEz,radial,#48396e,#9a963b,322,0.23,warm,0,c8183aed-8405-40e0-b191-f1608f8a3f77
Ranam_Title_Track_3_866c4c.jpg,55Zp6xvOvNwIB8nno2AhEz,linear,#8c3342,#d06457,322,0.23,warm,0,c8183aed-8405-40e0-b191-f1608f8a3f77
It_Only_Takes_One_Night_1_7ceb1e.jpg,1TM0ipSTznWDTBn6F1Ovqg,dual-radial,#ad996f,#692c24,40,0.71,neutral,0,76cc3d63-6564-4ef5-b755-e21627fd2ae4
It_Only_Takes_One_Night_2_be8513.jpg,1TM0ipSTznWDTBn6F1Ovqg,diagonal,#975b31,#692c24,40,0.71,neutral,0,76cc3d63-6564-4ef5-b755-e21627fd2ae4
It_Only_Takes_One_Night_3_75d560.jpg,1TM0ipSTznWDTBn6F1Ovqg,diagonal,#221815,#975b31,40,0.71,neutral,0,76cc3d63-6564-4ef5-b755-e21627fd2ae4
It_Only_Takes_One_Night_1_580eea.jpg,1TM0ipSTznWDTBn6F1Ovqg,radial,#61574c,#975b31,40,0.71,neutral,0,c0635af2-6d35-48ac-85a8-ef11a169febb
It_Only_Takes_One_Night_2_21d6d2.jpg,1TM0ipSTznWDTBn6F1Ovqg,radial,#221815,#975b31,40,0.71,neutral,0,c0635af2-6d35-48ac-85a8-ef11a169febb
It_Only_Takes_One_Night_3_9142fa.jpg,1TM0ipSTznWDTBn6F1Ovqg,diagonal,#61574c,#221815,40,0.71,neutral,0,c0635af2-6d35-48ac-85a8-ef11a169febb
It_Only_Takes_One_Night_1_b2b31f.jpg,1TM0ipSTznWDTBn6F1Ovqg,dual-radial,#692c24,#ad996f,40,0.71,neutral,0,35814044-e875-4462-86ce-607410f934d9
It_Only_Takes_One_Night_2_95b1b3.jpg,1TM0ipSTznWDTBn6F1Ovqg,linear,#cbc7bd,#221815,40,0.71,neutral,0,35814044-e875-4462-86ce-607410f934d9
It_Only_Takes_One_Night_3_5484fa.jpg,1TM0ipSTznWDTBn6F1Ovqg,radial,#61574c,#ad996f,40,0.71,neutral,0,35814044-e875-4462-86ce-607410f934d9
It_Only_Takes_One_Night_1_8f4da8.jpg,1TM0ipSTznWDTBn6F1Ovqg,dual-radial,#cbc7bd,#ad996f,40,0.71,neutral,0,aec3f428-5a33-4e1a-b2df-67e724e2ba15
It_Only_Takes_One_Night_2_07611e.jpg,1TM0ipSTznWDTBn6F1Ovqg,diagonal,#221815,#692c24,40,0.71,neutral,0,aec3f428-5a33-4e1a-b2df-67e724e2ba15
It_Only_Takes_One_Night_3_298bb7.jpg,1TM0ipSTznWDTBn6F1Ovqg,dual-radial,#61574c,#ad996f,40,0.71,neutral,0,aec3f428-5a33-4e1a-b2df-67e724e2ba15
Stereo_Hearts_feat_Adam_Levine_1_c92774.jpg,0qOnSQQF0yzuPWsXrQ9paz,diagonal,#74af94,#426ba3,88,0.84,neutral,0,c42f5ec9-a4e0-48a9-9665-7d943e803c4a
Stereo_Hearts_feat_Adam_Levine_2_8e9761.jpg,0qOnSQQF0yzuPWsXrQ9paz,radial,#74af94,#6c796d,88,0.84,neutral,0,c42f5ec9-a4e0-48a9-9665-7d943e803c4a
Stereo_Hearts_feat_Adam_Levine_3_d3b3f2.jpg,0qOnSQQF0yzuPWsXrQ9paz,diagonal,#74af94,#1c2030,88,0.84,neutral,0,c42f5ec9-a4e0-48a9-9665-7d943e803c4a
It_Only_Takes_One_Night_1_a8cc56.jpg,1TM0ipSTznWDTBn6F1Ovqg,linear,#975b31,#cbc7bd,40,0.71,neutral,0,6505d75c-f552-4c31-886d-8aba01592f6a
It_Only_Takes_One_Night_2_24bcf1.jpg,1TM0ipSTznWDTBn6F1Ovqg,diagonal,#975b31,#ad996f,40,0.71,neutral,0,6505d75c-f552-4c31-886d-8aba01592f6a
It_Only_Takes_One_Night_3_ac727f.jpg,1TM0ipSTznWDTBn6F1Ovqg,linear,#ad996f,#61574c,40,0.71,neutral,0,6505d75c-f552-4c31-886d-8aba01592f6a
Something_About_You_1_c52f82.jpg,6RiiSy9GzSwiyDEJDiMuKe,linear,#58d753,#5b2690,259,0.87,neutral,0,9cb465d8-aa99-452d-93fb-2f918cffe6df
Something_About_You_2_320404.jpg,6RiiSy9GzSwiyDEJDiMuKe,diagonal,#58d753,#5b2690,259,0.87,neutral,0,9cb465d8-aa99-452d-93fb-2f918cffe6df
Something_About_You_3_40b497.jpg,6RiiSy9GzSwiyDEJDiMuKe,dual-radial,#5b2690,#d3cce0,259,0.87,neutral,1,9cb465d8-aa99-452d-93fb-2f918cffe6df
Something_About_You_1_5934ae.jpg,6RiiSy9GzSwiyDEJDiMuKe,linear,#d3cce0,#727393,259,0.87,neutral,1,9d65bd32-3f9d-43d8-973b-cf8d1dbec15d
Something_About_You_2_dc1b80.jpg,6RiiSy9GzSwiyDEJDiMuKe,shape-blur,#90d591,#d3cce0,259,0.87,neutral,0,9d65bd32-3f9d-43d8-973b-cf8d1dbec15d
Something_About_You_3_4f0a22.jpg,6RiiSy9GzSwiyDEJDiMuKe,linear,#58d753,#727393,259,0.87,neutral,0,9d65bd32-3f9d-43d8-973b-cf8d1dbec15d
Something_About_You_1_6bf722.jpg,6RiiSy9GzSwiyDEJDiMuKe,shape-blur,#5b2690,#90d591,259,0.87,neutral,1,29d110b4-4a61-4c39-b52a-0ecd51e72a8f
Something_About_You_2_01cac9.jpg,6RiiSy9GzSwiyDEJDiMuKe,linear,#727393,#d3cce0,259,0.87,neutral,0,29d110b4-4a61-4c39-b52a-0ecd51e72a8f
Something_About_You_3_694a88.jpg,6RiiSy9GzSwiyDEJDiMuKe,radial,#58d753,#d3cce0,259,0.87,neutral,0,29d110b4-4a61-4c39-b52a-0ecd51e72a8f
It_Only_Takes_One_Night_1_abef10.jpg,1TM0ipSTznWDTBn6F1Ovqg,shape-blur,#692c24,#ad996f,40,0.71,neutral,0,b56e103f-a794-42db-ad6d-a26833ce1a95
It_Only_Takes_One_Night_2_7e4d3b.jpg,1TM0ipSTznWDTBn6F1Ovqg,radial,#221815,#61574c,40,0.71,neutral,0,b56e103f-a794-42db-ad6d-a26833ce1a95
It_Only_Takes_One_Night_3_d585e2.jpg,1TM0ipSTznWDTBn6F1Ovqg,linear,#692c24,#61574c,40,0.71,neutral,0,b56e103f-a794-42db-ad6d-a26833ce1a95
It_Only_Takes_One_Night_1_a3d67a.jpg,1TM0ipSTznWDTBn6F1Ovqg,shape-blur,#ad996f,#221815,40,0.71,neutral,1,c3edbae6-6b62-4c36-8378-7b3031fd0120
It_Only_Takes_One_Night_2_62371a.jpg,1TM0ipSTznWDTBn6F1Ovqg,linear,#692c24,#61574c,40,0.71,neutral,0,c3edbae6-6b62-4c36-8378-7b3031fd0120
It_Only_Takes_One_Night_3_2aae5b.jpg,1TM0ipSTznWDTBn6F1Ovqg,radial,#975b31,#ad996f,40,0.71,neutral,0,c3edbae6-6b62-4c36-8378-7b3031fd0120
It_Only_Takes_One_Night_1_4b1cdc.jpg,1TM0ipSTznWDTBn6F1Ovqg,radial,#221815,#975b31,40,0.71,neutral,0,d76108d8-2430-4b95-bfe7-cd7afff8db6c
It_Only_Takes_One_Night_1_a97ab5.jpg,1TM0ipSTznWDTBn6F1Ovqg,linear,#ad996f,#cbc7bd,40,0.71,neutral,0,e8589abd-cbf1-4092-b368-1678ecf4c2df
It_Only_Takes_One_Night_2_58bf7c.jpg,1TM0ipSTznWDTBn6F1Ovqg,shape-blur,#221815,#cbc7bd,40,0.71,neutral,0,d76108d8-2430-4b95-bfe7-cd7afff8db6c
It_Only_Takes_One_Night_3_78744f.jpg,1TM0ipSTznWDTBn6F1Ovqg,radial,#221815,#975b31,40,0.71,neutral,0,d76108d8-2430-4b95-bfe7-cd7afff8db6c
It_Only_Takes_One_Night_2_0cb54b.jpg,1TM0ipSTznWDTBn6F1Ovqg,shape-blur,#61574c,#975b31,40,0.71,neutral,0,e8589abd-cbf1-4092-b368-1678ecf4c2df
It_Only_Takes_One_Night_3_17e9bb.jpg,1TM0ipSTznWDTBn6F1Ovqg,shape-blur,#975b31,#221815,40,0.71,neutral,0,e8589abd-cbf1-4092-b368-1678ecf4c2df
Kyoumen_no_Nami_Houseki_no_Kun_1_d97b86.jpg,1Xhy1gBPc2441AMBp8ztgY,linear,#aa6a4c,#3e2040,5,0.89,warm,1,901a4ac0-9023-4d04-9e89-9c6c20fc84a4
Kyoumen_no_Nami_Houseki_no_Kun_2_a146e2.jpg,1Xhy1gBPc2441AMBp8ztgY,shape-blur,#e3b4b0,#3e2040,5,0.89,warm,1,901a4ac0-9023-4d04-9e89-9c6c20fc84a4
Kyoumen_no_Nami_Houseki_no_Kun_3_38f719.jpg,1Xhy1gBPc2441AMBp8ztgY,shape-blur,#a33143,#519198,5,0.89,warm,1,901a4ac0-9023-4d04-9e89-9c6c20fc84a4
Stereo_Hearts_feat_Adam_Levine_1_941058.jpg,0qOnSQQF0yzuPWsXrQ9paz,linear,#bfd5a4,#9c8494,88,0.84,neutral,1,e3b624d7-0a52-4042-9fca-4234d5ecf605
Stereo_Hearts_feat_Adam_Levine_2_cff80b.jpg,0qOnSQQF0yzuPWsXrQ9paz,diagonal,#9c8494,#6c796d,88,0.84,neutral,0,e3b624d7-0a52-4042-9fca-4234d5ecf605
Stereo_Hearts_feat_Adam_Levine_3_6f7ab6.jpg,0qOnSQQF0yzuPWsXrQ9paz,dual-radial,#bfd5a4,#74af94,88,0.84,neutral,0,e3b624d7-0a52-4042-9fca-4234d5ecf605
Stereo_Hearts_feat_Adam_Levine_1_ed9d1a.jpg,0qOnSQQF0yzuPWsXrQ9paz,linear,#bfd5a4,#74af94,88,0.84,neutral,1,6fb056bf-e61d-4140-b3ae-1c7c61c5a7f3
Stereo_Hearts_feat_Adam_Levine_2_e72d47.jpg,0qOnSQQF0yzuPWsXrQ9paz,shape-blur,#426ba3,#6c796d,88,0.84,neutral,1,6fb056bf-e61d-4140-b3ae-1c7c61c5a7f3
Stereo_Hearts_feat_Adam_Levine_3_95116d.jpg,0qOnSQQF0yzuPWsXrQ9paz,linear,#426ba3,#6c796d,88,0.84,neutral,0,6fb056bf-e61d-4140-b3ae-1c7c61c5a7f3
Stereo_Hearts_feat_Adam_Levine_1_63891d.jpg,0qOnSQQF0yzuPWsXrQ9paz,linear,#426ba3,#74af94,88,0.84,neutral,0,6ffa0813-7a89-42ca-9d2c-ded8b731728a
Stereo_Hearts_feat_Adam_Levine_1_f42e73.jpg,0qOnSQQF0yzuPWsXrQ9paz,radial,#74af94,#426ba3,88,0.84,neutral,0,c1105512-f7d7-4877-8db4-d947004206a3
Stereo_Hearts_feat_Adam_Levine_2_e8bdcc.jpg,0qOnSQQF0yzuPWsXrQ9paz,linear,#1c2030,#426ba3,88,0.84,neutral,0,c1105512-f7d7-4877-8db4-d947004206a3
Stereo_Hearts_feat_Adam_Levine_3_37632b.jpg,0qOnSQQF0yzuPWsXrQ9paz,diagonal,#6c796d,#1c2030,88,0.84,neutral,0,c1105512-f7d7-4877-8db4-d947004206a3
Stereo_Hearts_feat_Adam_Levine_1_5a1819.jpg,0qOnSQQF0yzuPWsXrQ9paz,radial,#9c8494,#426ba3,88,0.84,neutral,0,d4c3b647-6375-4725-9a69-ac160e19d2c0
Stereo_Hearts_feat_Adam_Levine_2_5f54fc.jpg,0qOnSQQF0yzuPWsXrQ9paz,linear,#426ba3,#6c796d,88,0.84,neutral,0,d4c3b647-6375-4725-9a69-ac160e19d2c0
Stereo_Hearts_feat_Adam_Levine_2_932438.jpg,0qOnSQQF0yzuPWsXrQ9paz,shape-blur,#bfd5a4,#6c796d,88,0.84,neutral,0,6ffa0813-7a89-42ca-9d2c-ded8b731728a
Stereo_Hearts_feat_Adam_Levine_3_54f700.jpg,0qOnSQQF0yzuPWsXrQ9paz,linear,#9c8494,#426ba3,88,0.84,neutral,0,6ffa0813-7a89-42ca-9d2c-ded8b731728a
Stereo_Hearts_feat_Adam_Levine_1_b2c7ea.jpg,0qOnSQQF0yzuPWsXrQ9paz,shape-blur,#426ba3,#9c8494,88,0.84,neutral,0,0262fd24-6268-4a08-b54f-dfe61a6b2f75
Stereo_Hearts_feat_Adam_Levine_3_aeb1d1.jpg,0qOnSQQF0yzuPWsXrQ9paz,shape-blur,#9c8494,#74af94,88,0.84,neutral,0,d4c3b647-6375-4725-9a69-ac160e19d2c0
Stereo_Hearts_feat_Adam_Levine_2_e9d297.jpg,0qOnSQQF0yzuPWsXrQ9paz,linear,#6c796d,#426ba3,88,0.84,neutral,0,0262fd24-6268-4a08-b54f-dfe61a6b2f75
Stereo_Hearts_feat_Adam_Levine_3_b3742d.jpg,0qOnSQQF0yzuPWsXrQ9paz,diagonal,#9c8494,#426ba3,88,0.84,neutral,0,0262fd24-6268-4a08-b54f-dfe61a6b2f75
Stereo_Hearts_feat_Adam_Levine_1_c8d6a5.jpg,0qOnSQQF0yzuPWsXrQ9paz,radial,#6c796d,#426ba3,88,0.84,neutral,0,118eff86-a0ce-4cb4-8c95-fd244e89daff
Stereo_Hearts_feat_Adam_Levine_2_278072.jpg,0qOnSQQF0yzuPWsXrQ9paz,diagonal,#74af94,#bfd5a4,88,0.84,neutral,0,118eff86-a0ce-4cb4-8c95-fd244e89daff
Stereo_Hearts_feat_Adam_Levine_3_0fb15b.jpg,0qOnSQQF0yzuPWsXrQ9paz,diagonal,#bfd5a4,#426ba3,88,0.84,neutral,0,118eff86-a0ce-4cb4-8c95-fd244e89daff
Stereo_Hearts_feat_Adam_Levine_1_f582f1.jpg,0qOnSQQF0yzuPWsXrQ9paz,radial,#6c796d,#bfd5a4,88,0.84,neutral,0,66449238-2610-40d4-ac94-99f2f7a2e4b1
Stereo_Hearts_feat_Adam_Levine_2_28d86f.jpg,0qOnSQQF0yzuPWsXrQ9paz,linear,#74af94,#9c8494,88,0.84,neutral,0,66449238-2610-40d4-ac94-99f2f7a2e4b1
Stereo_Hearts_feat_Adam_Levine_3_9d8248.jpg,0qOnSQQF0yzuPWsXrQ9paz,shape-blur,#6c796d,#9c8494,88,0.84,neutral,0,66449238-2610-40d4-ac94-99f2f7a2e4b1
